_key,productKey,quantity,sellingPrice,discountPrice,offerPrice,availabilityQuantity
162099,5548,0,3.16,0.41,2.75,0
162100,5549,0,3.45,1.04,2.42,0
162101,5550,0,2.98,0.83,2.14,0
162102,5551,0,3.47,0,3.47,0
162103,5552,0,3.66,0.77,2.89,0
162104,5558,0,3.82,1.07,2.75,0
162105,5559,0,3.32,0,3.32,0
162106,5562,0,3.04,0.52,2.53,0
162107,5589,0,3.15,0.25,2.89,0
162108,5590,0,3.08,0.92,2.15,0
162109,5592,0,3.97,0.79,3.17,0
162110,5595,0,3.41,0.48,2.94,0
162111,5601,0,3.19,0,3.19,0
162112,5602,0,3.62,0.94,2.68,0
162113,5608,0,3.76,0,3.76,0
162114,5618,0,3.14,0,3.14,0
162115,5620,0,3.95,0.79,3.16,0
162116,5622,0,3.71,0,3.71,0
162117,5638,0,3.51,0.77,2.74,0
162118,5646,0,2.43,0.66,1.77,0
162119,5648,0,3.97,0.48,3.49,0
162120,5651,0,3.37,0.17,3.2,0
162121,5652,0,3.02,0,3.02,0
162122,5653,0,3.65,0,3.65,0
162123,5654,0,3.76,1.01,2.74,0
162124,5677,0,3.78,0.98,2.79,0
162125,5678,0,3.26,0,3.26,0
162126,5680,0,3.89,0,3.89,0
162127,5683,0,3.51,0,3.51,0
162128,5686,0,3.15,0.85,2.3,0
162129,5689,0,3.58,0,3.58,0
162130,5691,0,3.94,0,3.94,0
162131,5693,0,3.17,0.41,2.76,0
162132,5698,0,3.06,0.86,2.2,0
162133,5707,0,3.24,0,3.24,0
162134,5708,0,3.63,0,3.63,0
162135,5709,0,3.56,0,3.56,0
162136,5717,0,3.67,0.77,2.9,0
162137,5718,0,3.78,0.23,3.56,0
162138,5719,0,3.7,0,3.7,0
162139,5721,0,3.6,0.65,2.95,0
162140,5722,0,3.87,0.23,3.64,0
162141,5723,0,3.7,0.37,3.33,0
162142,5725,0,3.62,0,3.62,0
162143,5726,0,3.14,0.69,2.45,0
162144,5728,0,4.98,0,4.98,0
162145,5729,0,3.06,0,3.06,0
162146,5731,0,5.47,0.44,5.03,0
162147,5741,0,3.12,0.72,2.4,0
162148,5742,0,3.94,0.71,3.23,0
162149,5744,0,3.1,0.56,2.54,0
162150,5747,0,3.33,0,3.33,0
162151,5748,0,3.01,0,3.01,0
162152,5753,0,3.81,0,3.81,0
162153,5757,0,2.25,0.43,1.82,0
162154,5759,0,3.94,1.06,2.87,0
162155,5761,0,3.13,0,3.13,0
162156,5764,0,3.46,0,3.46,0
162157,5765,0,3.93,0,3.93,0
162158,5767,0,3.63,0,3.63,0
162159,5769,0,3.08,0,3.08,0
162160,5780,0,3.53,0.81,2.72,0
162161,5781,0,3.88,0.66,3.22,0
162162,5800,0,2.83,0.74,2.1,0
162163,5801,0,3.11,0,3.11,0
162164,5804,0,3.1,0,3.1,0
162165,5816,0,3.16,0.28,2.88,0
162166,5817,0,3.58,0,3.58,0
162167,5820,0,3.43,0.86,2.58,0
162168,5822,0,2.69,0,2.69,0
162169,5825,0,3.78,0.38,3.4,0
162170,5833,0,3.99,0,3.99,0
162171,5839,0,3.3,0.76,2.54,0
162172,5842,0,3.38,0,3.38,0
162173,5844,0,3.13,0.19,2.94,0
162174,5845,0,3.49,0.31,3.18,0
162175,5846,0,3.8,0.65,3.15,0
162176,5850,0,2.99,0.75,2.24,0
162177,5851,0,3.24,0.68,2.56,0
162178,5852,0,3.86,0.81,3.05,0
162179,5854,0,3.35,0.34,3.02,0
162180,5856,0,2.55,0,2.55,0
162181,5857,0,2.82,0,2.82,0
162182,5871,0,3.79,0.3,3.49,0
162183,5876,0,3.79,0.38,3.41,0
162184,5879,0,3.5,0.77,2.73,0
162185,5889,0,3.65,0,3.65,0
162186,5890,0,3.13,0,3.13,0
162187,5894,0,3.86,0.58,3.28,0
162188,5896,0,2.03,0,2.03,0
162189,5898,0,3.61,0.61,3,0
162190,5899,0,3.69,0,3.69,0
162191,5900,0,3.06,0.8,2.27,0
162192,5902,0,3.76,0,3.76,0
162193,5910,0,3.35,1.01,2.35,0
162194,5915,0,3.11,0,3.11,0
162195,5916,0,3.94,1.02,2.91,0
162196,5917,0,3.32,0,3.32,0
162197,5919,0,3.58,0,3.58,0
162198,5920,0,3.36,0.84,2.52,0
162199,5921,0,3.44,0.86,2.58,0
162200,5922,0,3.65,0,3.65,0
162201,5923,0,3.34,0,3.34,0
162202,5924,0,3.22,0.52,2.71,0
162203,5925,0,3.5,0.35,3.15,0
162204,5927,0,3.78,0.49,3.29,0
162205,5928,0,3.89,0.62,3.27,0
162206,5937,0,3.56,0.64,2.92,0
162207,5951,0,3.37,0.94,2.43,0
162208,5953,0,2.5,0.3,2.2,0
162209,5955,0,3.24,0,3.24,0
162210,5956,0,3.82,0,3.82,0
162211,5961,0,3.67,0.7,2.98,0
162212,5965,0,2.29,0.48,1.81,0
162213,5966,0,3.29,0,3.29,0
162214,5967,0,3.75,0.98,2.78,0
162215,5968,0,3.39,0.51,2.88,0
162216,5971,0,3.15,0,3.15,0
162217,5991,0,3.51,0,3.51,0
162218,5994,0,3.94,0.83,3.11,0
162219,5995,0,2.45,0.64,1.81,0
162220,5996,0,3.9,0,3.9,0
162221,5998,0,3.17,0.25,2.91,0
162222,6003,0,3.55,0.71,2.84,0
162223,6007,0,3.85,0.77,3.08,0
162224,6016,0,3.79,0,3.79,0
162225,6020,0,2.39,0.67,1.72,0
162226,6022,0,3.3,0,3.3,0
162227,6023,0,3.1,0,3.1,0
162228,6028,0,3.71,0.82,2.89,0
162229,6029,0,3.88,0,3.88,0
162230,6037,0,3.08,0,3.08,0
162231,6038,0,3.18,0,3.18,0
162232,6058,0,2.74,0.49,2.24,0
162233,6068,0,3.78,0,3.78,0
162234,6069,0,3.38,0.3,3.08,0
162235,6071,0,3.4,0.82,2.59,0
162236,6072,0,3.3,0.69,2.61,0
162237,6073,0,3.97,0.87,3.09,0
162238,6075,0,3.86,0,3.86,0
162239,6076,0,3.4,0.17,3.23,0
162240,6077,0,3.78,0,3.78,0
162241,6078,0,3.35,0.84,2.51,0
162242,6079,0,3.58,0,3.58,0
162243,6081,0,3.3,0.66,2.64,0
162244,6103,0,3.61,0,3.61,0
162245,6105,0,3.96,0.59,3.37,0
162246,6106,0,3.33,0,3.33,0
162247,6107,0,3.89,0.86,3.04,0
162248,6110,0,3.07,0,3.07,0
162249,6114,0,3.38,0,3.38,0
162250,6116,0,2.25,0.63,1.62,0
162251,6145,0,3.09,0,3.09,0
162252,6163,0,3.46,0.31,3.15,0
162253,6166,0,3.05,0.31,2.75,0
162254,6171,0,3.81,0,3.81,0
162255,6172,0,3.11,0.22,2.89,0
162256,6173,0,3.69,0.89,2.81,0
162257,6182,0,3.04,0.7,2.34,0
162258,6183,0,3.72,0,3.72,0
162259,6187,0,2.75,0,2.75,0
162260,6217,0,3.57,0.46,3.11,0
162261,6264,0,2.83,0,2.83,0
162262,6277,0,3.11,0,3.11,0
162263,6278,0,3.45,0,3.45,0
162264,6279,0,3.59,0,3.59,0
162265,6280,0,2.72,0,2.72,0
162266,6282,0,3.95,0.2,3.75,0
162267,6283,0,3.76,0.41,3.34,0
162268,6309,0,2.73,0,2.73,0
162269,6312,0,2.99,0,2.99,0
162270,6317,0,3.77,0,3.77,0
162271,6318,0,3.39,0.95,2.44,0
162272,6320,0,3.33,0.37,2.96,0
162273,6341,0,3.06,0,3.06,0
162274,6346,0,3.58,0.5,3.08,0
162275,6360,0,2.89,0.14,2.75,0
162276,6373,0,3.52,0.53,2.99,0
162277,6382,0,3.8,0,3.8,0
162278,6391,0,3.96,0,3.96,0
162279,6393,0,3.52,0.28,3.23,0
162280,6396,0,3.31,0.56,2.75,0
162281,6399,0,3.68,0.74,2.94,0
162282,6404,0,3.75,1.05,2.7,0
162283,6414,0,3.83,0.69,3.14,0
162284,6415,0,3.75,0,3.75,0
162285,6417,0,2.8,0.2,2.61,0
162286,6418,0,3.56,0,3.56,0
162287,6435,0,3.54,0,3.54,0
162288,6436,0,2.71,0,2.71,0
162289,6439,0,3.45,0.69,2.76,0
162290,6440,0,3.17,0.92,2.25,0
162291,6443,0,3.92,0,3.92,0
162292,6444,0,3.52,0,3.52,0
162293,6461,0,3.31,0.76,2.55,0
162294,6463,0,3.03,0,3.03,0
162295,6466,0,3.96,1.03,2.93,0
162296,6470,0,2.2,0,2.2,0
162297,6471,0,3.08,0,3.08,0
162298,6472,0,3.53,0,3.53,0
162299,6473,0,2.45,0,2.45,0
162300,6474,0,3.69,0.41,3.28,0
162301,6476,0,3.24,0,3.24,0
162302,6477,0,3.27,0.46,2.81,0
162303,6478,0,3.44,0,3.44,0
162304,6479,0,3.87,0,3.87,0
162305,6488,0,3.4,0,3.4,0
162306,6498,0,3.54,0.6,2.94,0
162307,6499,0,2.36,0,2.36,0
162308,6519,0,3.74,0,3.74,0
162309,6520,0,3.97,0,3.97,0
162310,6521,0,3.62,0,3.62,0
162311,6522,0,3.45,0,3.45,0
162312,6523,0,3.5,0.49,3.01,0
162313,6524,0,3.77,0,3.77,0
162314,6529,0,3.82,0,3.82,0
162315,6535,0,3.18,0.73,2.45,0
162316,6537,0,3.29,0.53,2.77,0
162317,6538,0,3.84,0.35,3.5,0
162318,6547,0,3.86,0.93,2.94,0
162319,6552,0,3.13,0.75,2.38,0
162320,6557,0,3.34,0.33,3,0
162321,6575,0,3.92,0,3.92,0
162322,6589,0,2.6,0,2.6,0
162323,6591,0,3.85,0.69,3.16,0
162324,6593,0,3.8,0.91,2.89,0
162325,6609,0,3.89,0,3.89,0
162326,6610,0,3.2,0.83,2.37,0
162327,6615,0,3.14,0.41,2.73,0
162328,6619,0,3.95,0.51,3.44,0
162329,6620,0,3.41,0.78,2.62,0
162330,6623,0,3.6,0.25,3.35,0
162331,6636,0,3.14,0,3.14,0
162332,6637,0,3.7,0.67,3.04,0
162333,6639,0,3.08,0.74,2.34,0
162334,6641,0,3.62,0,3.62,0
162335,6643,0,3.42,0,3.42,0
162336,6644,0,3.52,0.42,3.1,0
162337,6646,0,3.82,0.46,3.36,0
162338,6687,0,3.71,0,3.71,0
162339,6691,0,3.79,0.27,3.52,0
162340,6715,0,3.79,1.06,2.73,0
162341,6723,0,3.84,0,3.84,0
162342,6733,0,3.58,1.04,2.54,0
162343,6793,0,3.81,0,3.81,0
162344,6795,0,3.78,0.72,3.06,0
162345,6844,0,3.85,0,3.85,0
162346,6877,0,3.98,0,3.98,0
162347,6878,0,3.84,0.73,3.11,0
162348,6883,0,3.87,0,3.87,0
162349,6884,0,2.35,0,2.35,0
162350,6916,0,3.17,0,3.17,0
162351,6917,0,3.17,0,3.17,0
162352,6933,0,2.4,0,2.4,0
162353,6934,0,4.28,0.6,3.68,0
162354,6935,0,3.02,0.67,2.36,0
162355,6936,0,3.89,1.13,2.76,0
162356,6945,0,2.16,0,2.16,0
162357,6947,0,3.15,0,3.15,0
162358,6948,0,3.74,1.05,2.69,0
162359,6949,0,3.96,0,3.96,0
162360,6950,0,3.33,0,3.33,0
162361,6951,0,3.19,0.22,2.96,0
162362,6957,0,3.73,0.78,2.95,0
162363,6961,0,3.71,0.19,3.52,0
162364,6962,0,3.41,0.27,3.14,0
162365,6963,0,3.53,0.81,2.72,0
162366,6964,0,3.57,0.25,3.32,0
162367,6967,0,3.36,0.84,2.52,0
162368,6968,0,3.69,0,3.69,0
162369,6970,0,3.96,0.79,3.17,0
162370,6972,0,3.58,0,3.58,0
162371,6973,0,3.1,0.68,2.42,0
162372,6974,0,3.47,0.8,2.67,0
162373,6976,0,3.05,0.3,2.74,0
162374,6977,0,3.44,0.65,2.79,0
162375,6978,0,3.97,0.99,2.97,0
162376,6980,0,2.12,0,2.12,0
162377,6984,0,3.46,0.52,2.94,0
162378,7006,0,3.26,0,3.26,0
162379,7007,0,3.48,0.49,2.99,0
162380,7008,0,3.67,0.95,2.72,0
162381,7010,0,3.93,0,3.93,0
162382,7011,0,3.08,0,3.08,0
162383,7012,0,3.13,0.66,2.47,0
162384,7014,0,3.74,0,3.74,0
162385,7015,0,3.9,0.43,3.47,0
162386,7085,0,3.88,0,3.88,0
162387,7088,0,3.68,0,3.68,0
162388,7090,0,3.39,0.85,2.54,0
162389,7091,0,3.2,0,3.2,0
162390,7092,0,3.19,0,3.19,0
162391,7093,0,3.95,0,3.95,0
162392,7095,0,3.28,0,3.28,0
162393,7096,0,3.88,0.78,3.1,0
162394,7131,0,3.57,0,3.57,0
162395,7182,0,2.38,0.67,1.71,0
162396,7183,0,3.77,0.45,3.32,0
162397,7191,0,3,0,3,0
162398,7210,0,3.17,0,3.17,0
162399,7211,0,3.75,0.97,2.77,0
162400,7214,0,3.06,0.86,2.2,0
162401,7216,0,3.53,0,3.53,0
162402,7219,0,3.05,0,3.05,0
162403,7220,0,3.23,0,3.23,0
162404,7227,0,3.78,0,3.78,0
162405,7229,0,3.87,0.62,3.25,0
162406,7233,0,3.24,0,3.24,0
162407,7234,0,2.2,0,2.2,0
162408,7237,0,2.63,0,2.63,0
162409,7249,0,3.51,0.67,2.85,0
162410,7267,0,3.81,0,3.81,0
162411,7269,0,2.33,0,2.33,0
162412,7270,0,3.1,0,3.1,0
162413,7274,0,4.03,0,4.03,0
162414,7278,0,2.83,0,2.83,0
162415,7288,0,3.63,0,3.63,0
162416,7290,0,2.32,0,2.32,0
162417,7291,0,3.97,0,3.97,0
162418,7294,0,3.99,0,3.99,0
162419,7295,0,2.97,0.51,2.47,0
162420,7298,0,2.36,0.64,1.72,0
162421,7299,0,3.03,0,3.03,0
162422,7300,0,3.18,0,3.18,0
162423,7301,0,3.8,0,3.8,0
162424,7303,0,3.63,0.87,2.76,0
162425,7304,0,3.8,0.49,3.31,0
162426,7305,0,3.24,0.84,2.39,0
162427,7326,0,3.24,0,3.24,0
162428,7340,0,3.64,0,3.64,0
162429,7341,0,3.96,1.11,2.85,0
162430,7342,0,3.12,0.81,2.31,0
162431,7343,0,3.89,0.43,3.46,0
162432,7344,0,3.48,0.66,2.82,0
162433,7345,0,3.18,0,3.18,0
162434,7346,0,3.06,0.28,2.79,0
162435,7347,0,3.56,1.03,2.53,0
162436,7348,0,3.28,0.72,2.56,0
162437,7350,0,3.43,0.76,2.68,0
162438,7351,0,3.29,0.53,2.76,0
162439,7353,0,3.94,1.1,2.83,0
162440,7364,0,3.89,0.62,3.26,0
162441,7392,0,2.99,0,2.99,0
162442,7442,0,3.3,0,3.3,0
162443,7443,0,3.05,0,3.05,0
162444,7445,0,3.57,0.96,2.6,0
162445,7446,0,3.04,0,3.04,0
162446,7450,0,3.64,0,3.64,0
162447,7451,0,3.77,0,3.77,0
162448,7452,0,3.17,0.25,2.91,0
162449,7453,0,3.56,0.46,3.1,0
162450,7454,0,3,0.27,2.73,0
162451,7456,0,3.72,0,3.72,0
162452,7457,0,3.76,0,3.76,0
162453,7459,0,3.16,0.73,2.43,0
162454,7461,0,3.41,0.54,2.86,0
162455,7483,0,2.21,0.6,1.61,0
162456,7484,0,3.61,0,3.61,0
162457,7485,0,3.12,0.37,2.75,0
162458,7500,0,3.29,0,3.29,0
162459,7501,0,3.72,0,3.72,0
162460,7504,0,3.44,0.55,2.89,0
162461,7506,0,3.32,0.93,2.39,0
162462,7508,0,3.17,0.95,2.22,0
162463,7509,0,3.53,0.78,2.75,0
162464,7510,0,3.14,0,3.14,0
162465,7511,0,3.81,1.11,2.71,0
162466,7512,0,3.67,0.4,3.27,0
162467,7514,0,3.66,0,3.66,0
162468,7515,0,3.78,0,3.78,0
162469,7516,0,3.25,0.36,2.89,0
162470,7517,0,3.1,0.4,2.69,0
162471,7518,0,3.27,0.46,2.81,0
162472,7520,0,3.7,0.81,2.89,0
162473,7547,0,3.95,0.63,3.32,0
162474,7548,0,3.76,0.68,3.08,0
162475,7549,0,3.7,0.52,3.19,0
162476,7551,0,3.63,0,3.63,0
162477,7552,0,3.02,0,3.02,0
162478,7553,0,3.73,0.34,3.39,0
162479,7555,0,3.46,0.66,2.81,0
162480,7735,0,3.72,1.01,2.72,0
162481,7736,0,3.81,0,3.81,0
162482,7737,0,3.58,0.79,2.79,0
162483,7797,0,3.79,0.72,3.07,0
162484,7837,0,3.11,0,3.11,0
162485,7839,0,3.94,0,3.94,0
162486,7840,0,3.38,0,3.38,0
162487,7857,0,3.18,0.6,2.58,0
162488,7859,0,3.65,0,3.65,0
162489,7860,0,3.96,0,3.96,0
162490,7861,0,3.28,0.79,2.5,0
162491,7862,0,3.24,0.84,2.4,0
162492,7863,0,3.34,0,3.34,0
162493,7870,0,3.84,1.15,2.69,0
162494,7871,0,2.76,0.8,1.96,0
162495,7872,0,3.67,0.77,2.9,0
162496,7873,0,3.01,0,3.01,0
162497,7874,0,3.15,0.16,2.99,0
162498,7913,0,3.75,0,3.75,0
162499,7916,0,2.31,0.37,1.94,0
162500,7942,0,3.19,0.38,2.81,0
162501,7944,0,3,0.9,2.1,0
162502,7972,0,3.27,0.92,2.36,0
162503,7973,0,3.33,0.7,2.63,0
162504,7974,0,3.68,0,3.68,0
162505,7975,0,3.77,1.02,2.75,0
162506,7978,0,3.96,1.15,2.81,0
162507,7979,0,3.32,0.23,3.09,0
162508,7980,0,3.81,0.34,3.46,0
162509,7983,0,3.73,0.75,2.98,0
162510,7984,0,3.51,0.67,2.85,0
162511,7985,0,3.77,0.75,3.02,0
162512,7988,0,3.84,0,3.84,0
162513,7992,0,3.02,0,3.02,0
162514,8005,0,3.97,0.56,3.41,0
162515,8007,0,3.4,0,3.4,0
162516,8008,0,3.05,0,3.05,0
162517,8009,0,3.74,0.64,3.11,0
162518,8010,0,2.26,0,2.26,0
162519,8011,0,2.05,0,2.05,0
162520,8012,0,3.89,0.27,3.62,0
162521,8014,0,3.36,0,3.36,0
162522,8016,0,3.43,0.51,2.91,0
162523,8043,0,3.15,0.88,2.27,0
162524,8046,0,2.46,0.54,1.92,0
162525,8047,0,3.97,0,3.97,0
162526,8049,0,3.12,0.34,2.78,0
162527,8051,0,3.53,0.25,3.28,0
162528,8052,0,3.74,0.67,3.06,0
162529,8053,0,3.19,0.67,2.52,0
162530,8054,0,3.33,0.17,3.17,0
162531,8055,0,3.14,0.44,2.7,0
162532,8056,0,3.33,0.27,3.07,0
162533,8060,0,3.91,0.78,3.13,0
162534,8063,0,2.99,0.42,2.57,0
162535,8064,0,3.22,0.55,2.67,0
162536,8065,0,3.51,0,3.51,0
162537,8066,0,3.12,0,3.12,0
162538,8067,0,3.02,0.82,2.2,0
162539,8068,0,3.76,0,3.76,0
162540,8069,0,3.78,1.1,2.68,0
162541,8070,0,3.69,0,3.69,0
162542,8071,0,3.27,0,3.27,0
162543,8072,0,3.06,0.4,2.66,0
162544,8073,0,3.88,0.27,3.61,0
162545,8074,0,3.04,0.49,2.55,0
162546,8075,0,3.84,0.96,2.88,0
162547,8076,0,3.45,0.38,3.07,0
162548,8077,0,3.08,0.31,2.77,0
162549,8078,0,3.36,0.47,2.89,0
162550,8079,0,3.36,0,3.36,0
162551,8080,0,3.69,0,3.69,0
162552,8088,0,3.59,0.75,2.83,0
162553,8090,0,3.77,0,3.77,0
162554,8092,0,3.48,0,3.48,0
162555,8093,0,3.71,0.97,2.75,0
162556,8094,0,3.28,0,3.28,0
162557,8095,0,3.76,0.86,2.89,0
162558,8128,0,3.16,0,3.16,0
162559,8129,0,3.13,0,3.13,0
162560,8130,0,3.13,0,3.13,0
162561,8141,0,3.92,0,3.92,0
162562,8144,0,2.21,0,2.21,0
162563,8193,0,2.99,0.36,2.63,0
162564,8194,0,3.03,0.55,2.49,0
162565,8195,0,3.16,0.35,2.81,0
162566,8197,0,3.16,0.76,2.4,0
162567,8198,0,3.33,0.23,3.1,0
162568,8199,0,3.32,0,3.32,0
162569,8202,0,3.46,0,3.46,0
162570,8204,0,3.18,0,3.18,0
162571,8208,0,3.73,0.34,3.39,0
162572,8209,0,2.43,0.49,1.94,0
162573,8211,0,3.35,0.44,2.91,0
162574,8213,0,3.67,0.29,3.37,0
162575,8214,0,3.13,0,3.13,0
162576,8216,0,3.01,0,3.01,0
162577,8217,0,3.8,0,3.8,0
162578,8219,0,3.2,0,3.2,0
162579,8220,0,3.71,0,3.71,0
162580,8221,0,3.21,0,3.21,0
162581,8222,0,3.03,0,3.03,0
162582,8223,0,3.58,0.89,2.68,0
162583,8224,0,3.34,0.93,2.4,0
162584,8247,0,3.38,0.88,2.5,0
162585,8265,0,3,0.51,2.49,0
162586,8266,0,3.27,0,3.27,0
162587,8267,0,3.27,0.16,3.11,0
162588,8269,0,3.59,0,3.59,0
162589,8270,0,3.19,0.64,2.56,0
162590,8271,0,3.29,0.72,2.56,0
162591,8272,0,3.49,0,3.49,0
162592,8273,0,3.86,0,3.86,0
162593,8274,0,3.64,0,3.64,0
162594,8275,0,3.78,0.19,3.59,0
162595,8276,0,3.36,0,3.36,0
162596,8277,0,3.03,0.39,2.63,0
162597,8279,0,3.5,0,3.5,0
162598,8280,0,3.16,0,3.16,0
162599,8281,0,3.24,0,3.24,0
162600,8282,0,3.67,0,3.67,0
162601,8284,0,3.08,0,3.08,0
162602,8285,0,2.52,0.13,2.4,0
162603,8286,0,3.03,0,3.03,0
162604,8288,0,3.42,0.48,2.95,0
162605,8289,0,3.18,0,3.18,0
162606,8290,0,3.24,0.19,3.05,0
162607,8291,0,3.32,0.93,2.39,0
162608,8292,0,3.96,0,3.96,0
162609,8293,0,3.78,0,3.78,0
162610,8316,0,3.41,0.82,2.59,0
162611,8319,0,3.77,0,3.77,0
162612,8321,0,3.44,0.72,2.72,0
162613,8324,0,3.81,0.88,2.93,0
162614,8325,0,2.35,0.56,1.78,0
162615,8326,0,3.06,0,3.06,0
162616,8327,0,3.27,0.29,2.98,0
162617,8328,0,3.33,0.4,2.93,0
162618,8329,0,3.73,1.01,2.73,0
162619,8332,0,3.13,0,3.13,0
162620,8333,0,3.01,0,3.01,0
162621,8336,0,3.52,0,3.52,0
162622,8337,0,3.55,0.71,2.84,0
162623,8338,0,3.76,0.87,2.9,0
162624,8340,0,3.83,0.31,3.53,0
162625,8341,0,3.98,0.88,3.11,0
162626,8342,0,3.38,0.91,2.47,0
162627,8346,0,3.89,0,3.89,0
162628,8348,0,3.52,1.06,2.47,0
162629,8349,0,3.96,0,3.96,0
162630,8353,0,3.4,0.88,2.51,0
162631,8355,0,3.62,1.09,2.53,0
162632,8356,0,3.27,0.33,2.95,0
162633,8357,0,3.65,0.91,2.74,0
162634,8358,0,3.97,0.91,3.06,0
162635,8359,0,3.19,0,3.19,0
162636,8363,0,3.41,0,3.41,0
162637,8366,0,3.25,0.29,2.96,0
162638,8367,0,3.06,0.52,2.54,0
162639,8368,0,2.43,0.61,1.83,0
162640,8371,0,2.62,0.65,1.96,0
162641,8372,0,3.65,0.18,3.46,0
162642,8373,0,3.9,0,3.9,0
162643,8374,0,3.63,0,3.63,0
162644,8382,0,2.47,0.25,2.23,0
162645,8383,0,3.59,0,3.59,0
162646,8386,0,3.23,0.81,2.42,0
162647,8388,0,3.9,0.86,3.05,0
162648,8390,0,3.48,0.28,3.21,0
162649,8391,0,3.81,0,3.81,0
162650,8392,0,5.56,1.56,4,0
162651,8393,0,3.78,1.02,2.76,0
162652,8398,0,3.54,0.92,2.62,0
162653,8408,0,3.31,0,3.31,0
162654,8409,0,3.09,0,3.09,0
162655,8410,0,3.6,0,3.6,0
162656,8413,0,3.92,0.55,3.37,0
162657,8414,0,3.62,0,3.62,0
162658,8415,0,3.18,0,3.18,0
162659,8416,0,2.99,0,2.99,0
162660,8417,0,2.42,0.68,1.74,0
162661,8418,0,3.21,0,3.21,0
162662,8420,0,3.02,0,3.02,0
162663,8421,0,3.52,0.74,2.78,0
162664,8422,0,3.27,0,3.27,0
162665,8424,0,3.03,0,3.03,0
162666,8425,0,3.72,0,3.72,0
162667,8427,0,3.26,0.29,2.97,0
162668,8428,0,3.38,0.91,2.47,0
162669,8429,0,3.77,0,3.77,0
162670,8430,0,3.34,0.84,2.51,0
162671,8434,0,3.79,0.61,3.18,0
162672,8435,0,3.99,0,3.99,0
162673,8436,0,3.23,0,3.23,0
162674,8438,0,3.3,0,3.3,0
162675,8439,0,3.51,0,3.51,0
162676,8440,0,3.79,0.45,3.33,0
162677,8441,0,3.08,0,3.08,0
162678,8443,0,3.68,0.99,2.68,0
162679,8444,0,3.61,0,3.61,0
162680,8445,0,3.48,0.28,3.21,0
162681,8446,0,3.13,0.19,2.94,0
162682,8447,0,3.46,0.55,2.9,0
162683,8452,0,3.95,1.19,2.77,0
162684,8453,0,3.78,0.53,3.25,0
162685,8456,0,3.49,0,3.49,0
162686,8457,0,3.47,0,3.47,0
162687,8460,0,3.26,0.68,2.58,0
162688,8461,0,3.09,0.46,2.63,0
162689,8462,0,3.2,0.96,2.24,0
162690,8463,0,3.66,0,3.66,0
162691,8464,0,3.65,0.22,3.43,0
162692,8467,0,3.57,0.61,2.96,0
162693,8468,0,3.41,0.58,2.83,0
162694,8469,0,3.49,0,3.49,0
162695,8470,0,3.74,0.71,3.03,0
162696,8471,0,3.6,0.86,2.74,0
162697,8487,0,3.51,0,3.51,0
162698,8488,0,3.67,0.26,3.41,0
162699,8489,0,3.13,0.44,2.69,0
162700,8490,0,3.05,0.49,2.57,0
162701,8491,0,3.13,0.25,2.88,0
162702,8494,0,2.14,0.58,1.56,0
162703,8512,0,3.35,0,3.35,0
162704,8536,0,3.58,0,3.58,0
162705,8545,0,3.48,0,3.48,0
162706,8555,0,3.04,0.91,2.13,0
162707,8556,0,3.81,1.14,2.67,0
162708,8557,0,3.09,0.62,2.47,0
162709,8583,0,3.77,0.83,2.94,0
162710,8584,0,3.28,0.46,2.82,0
162711,8587,0,4.65,0.65,4,0
162712,8588,0,3.24,0.23,3.01,0
162713,8592,0,3.73,0.48,3.25,0
162714,8617,0,2.65,0,2.65,0
162715,8618,0,3.26,0,3.26,0
162716,8619,0,3.78,0,3.78,0
162717,8643,0,3.82,0.5,3.32,0
162718,8645,0,2.59,0.65,1.94,0
162719,8649,0,3.45,0.62,2.83,0
162720,8651,0,4.47,0.45,4.02,0
162721,8652,0,3.6,0,3.6,0
162722,8653,0,3.53,1.06,2.47,0
162723,8656,0,3.84,0,3.84,0
162724,8665,0,3.56,0.68,2.89,0
162725,8669,0,3.96,0,3.96,0
162726,8672,0,3.51,0,3.51,0
162727,8675,0,3.7,0.85,2.85,0
162728,8676,0,3.6,0,3.6,0
162729,8677,0,3.25,0.81,2.44,0
162730,8681,0,3.22,0,3.22,0
162731,8688,0,3.55,0.53,3.01,0
162732,8689,0,3.38,0.24,3.14,0
162733,8690,0,2.38,0.17,2.21,0
162734,8691,0,3.5,0.42,3.08,0
162735,8692,0,3.76,0,3.76,0
162736,8696,0,3.44,0.86,2.58,0
162737,8697,0,3.86,0.58,3.29,0
162738,8698,0,3.39,0,3.39,0
162739,8699,0,3.09,0,3.09,0
162740,8703,0,3.03,0.39,2.64,0
162741,8736,0,3.44,0.34,3.09,0
162742,8737,0,3.17,0.7,2.48,0
162743,8738,0,3.11,0,3.11,0
162744,8740,0,3.57,0.96,2.61,0
162745,8741,0,3.7,0,3.7,0
162746,8743,0,2.56,0,2.56,0
162747,8744,0,3.65,0.47,3.17,0
162748,8745,0,3.83,0,3.83,0
162749,8747,0,3.4,0,3.4,0
162750,8748,0,3.73,0.97,2.76,0
162751,8749,0,3.15,0,3.15,0
162752,8764,0,3.02,0.6,2.41,0
162753,8765,0,3.9,0.74,3.16,0
162754,8766,0,2.78,0,2.78,0
162755,8767,0,3.67,1.1,2.57,0
162756,8768,0,3.84,0,3.84,0
162757,8769,0,3.96,0,3.96,0
162758,8776,0,3.83,0.42,3.41,0
162759,8779,0,5.1,0,5.1,0
162760,8780,0,3.03,0,3.03,0
